Tweet,Sentiment
RT @promotetrafford: We are very excited to be nominated in the Service Category :),positive
"Please follow the link and continue to nominate, and…",neutral
Sickswan are aiming to win on the @HotSpotQuiz at @TheUrmston  #urmston #trafford,neutral
"If you fancy a sociable ride around #SaleTown along traffic-free routes on Saturday 18th May, @SaleRide @letsrideuk… https://t.co/18pUOhOUQi",neutral
RT @haighclaire: Hello #Wigan #Tameside #Trafford  #Salford anyone fancy hosting #cupofchange gatherings with @CollabOutLoud A space for pe…,neutral
Not long left please vote for @KurlyKrissy #Urmston #trafford #Manchester #LE2019,neutral
"RT @StretfordUke: Back at @thesipclub this week for our thirteenth jam, with a new songlist and whole bunch of songs in the second session…",neutral
"Back at @thesipclub this week for our thirteenth jam, with a new songlist and whole bunch of songs in the second se… https://t.co/KnzXIt5cjV",positive
"Voted in the local elections for Trafford, make sure you exercise your democratic right to vote in the next 2 hours… https://t.co/DJKlvsbJ5o",neutral
RT @BoathouseSale: For all you sweet tooth's out there - Don't forget we do delicious desserts here at the Boathouse as well! Will you you…,positive
@TraffordCouncil &amp; @TraffordCCG’s innovative scheme to help #Trafford’s thousands of smokers to quit is proving pop… https://t.co/VTpUGnrWcM,neutral
RT @Kelder2016: Live music with Tom White from 7.30pm...don’t miss out!,neutral
#indieurmstom #Urmston #M41,neutral
#livemusic #acousticguitar #Trafford h…,neutral
Live music with Tom White from 7.30pm...don’t miss out!,neutral
#indieurmstom #Urmston #M41,neutral
#livemusic #acousticguitar… https://t.co/SPcuMqTQ06,neutral
RT @LawCheryl: @AndrewHWestern what do you think? Wouldn't it be MARVELLOUS to have the #A56 from #Altrincham through #Sale and on to #MANC…,neutral
"RT @muurrrr: Just voted greens, May be a wasted vote, but feel better for it.",neutral
#LocalElections2019 #Trafford #Urmston,neutral
RT @HotSpotQuiz: Join us every week on the @HotSpotQuiz @craigs_quiz #SmartphoneQuiz @SpeedQuizzing #PubQuiz on -,neutral
Sundays - The @tavstonecl…,neutral
Spaces available on our Adult Swimming Lessons on a Thursday.,neutral
Our Adult Lessons allow you to gain water confidence… https://t.co/1mwcuYed23,neutral
RT @LabourSaleMoor: Special shout out to @BenHartleyAOM Ben good luck tomorrow. #VoteHartley #VoteLabour #AshtononMersey #Trafford #LE19,positive
I have voted for @TheGreenParty in #Trafford .,neutral
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
For all you sweet tooth's out there - Don't forget we do delicious desserts here at the Boathouse as well! Will you… https://t.co/cPwMXip8uu,positive
RT @vicksytoria1: Proud to have voted for @TheGreenParty in #Trafford today.. at a local level there is no party better.. #LocalElections #…,positive
RT @vicksytoria1: Proud to have voted for @TheGreenParty in #Trafford today.. at a local level there is no party better.. #LocalElections #…,positive
RT @TraffordCCG: Thinking of climbing Everest? Neither are we! We just fancy a #walk somewhere in #GreaterManchester that's going to get us…,neutral
RT @LawCheryl: @AndrewHWestern what do you think? Wouldn't it be MARVELLOUS to have the #A56 from #Altrincham through #Sale and on to #MANC…,neutral
RT @LawCheryl: @AndrewHWestern what do you think? Wouldn't it be MARVELLOUS to have the #A56 from #Altrincham through #Sale and on to #MANC…,neutral
RT @TraffordCCG: Thinking of climbing Everest? Neither are we! We just fancy a #walk somewhere in #GreaterManchester that's going to get us…,neutral
@AndrewHWestern what do you think? Wouldn't it be MARVELLOUS to have the #A56 from #Altrincham through #Sale and on… https://t.co/qn4kUtjLeP,neutral
RT @TraffordCCG: Thinking of climbing Everest? Neither are we! We just fancy a #walk somewhere in #GreaterManchester that's going to get us…,neutral
Thinking of climbing Everest? Neither are we! We just fancy a #walk somewhere in #GreaterManchester that's going to… https://t.co/7aK0nB9hJt,neutral
RT @vicksytoria1: Proud to have voted for @TheGreenParty in #Trafford today.. at a local level there is no party better.. #LocalElections #…,positive
Join us every week on the @HotSpotQuiz @craigs_quiz #SmartphoneQuiz @SpeedQuizzing #PubQuiz on -,neutral
Sundays - The… https://t.co/68819a2XYh,neutral
"Just voted greens, May be a wasted vote, but feel better for it.",negative
#LocalElections2019 #Trafford #Urmston,neutral
ALL our yarn is on 3 for 2 with the cheapest ball being free! The offer lasts for limited time only so be quick and… https://t.co/Ymvp1SzdzL,neutral
RT @everglade_UK: Red is definately the colour.Arched door in #Trafford ⚽️⚽️@VEKA_plc @Universalarches https://t.co/Rh67ZiDcjy,neutral
@AndrewHWestern Post election this will raise its head. But the most alarming thing is how Laura and Nathan have ha… https://t.co/6z67SOogbr,neutral
Let’s do this...🌹 Turn #AshtonOnMerseyRed tomorrow by voting for @BenHartleyAOM - a vote for a brighter future 🌹… https://t.co/RCQoCx22QY,neutral
RT @LabourSaleMoor: Special shout out to @BenHartleyAOM Ben good luck tomorrow. #VoteHartley #VoteLabour #AshtononMersey #Trafford #LE19,positive
RT @GMWalkingFest: And we’re off. Exploring what’s on your doorstep. #GMWalkingFest #GMWalkingFest #trafford #woodheys #walkingforhealth ht…,neutral
RT @AroundTrafford: It doesn't matter who you vote for tomorrow make your vote count and vote ..  #LocalElections2019 #localelections #traf…,neutral
RT @LabourSaleMoor: Good luck to all @UKLabour #Trafford #Labour #Candidates in tomorrow’s #LE19 You have all fought honest hard decent cam…,positive
It doesn't matter who you vote for tomorrow make your vote count and vote ..  #LocalElections2019 #localelections… https://t.co/2b10WkzuIh,neutral
RT @LabourSaleMoor: Special shout out to @BenHartleyAOM Ben good luck tomorrow. #VoteHartley #VoteLabour #AshtononMersey #Trafford #LE19,positive
RT @LabourSaleMoor: Good luck to all @UKLabour #Trafford #Labour #Candidates in tomorrow’s #LE19 You have all fought honest hard decent cam…,positive
Special shout out to @BenHartleyAOM Ben good luck tomorrow. #VoteHartley #VoteLabour #AshtononMersey #Trafford #LE19,positive
RT @LabourSaleMoor: Good luck to all @UKLabour #Trafford #Labour #Candidates in tomorrow’s #LE19 You have all fought honest hard decent cam…,positive
Our Outreach team will be out and about in North #Trafford tomorrow with advice on childcare and funding for 2 year… https://t.co/Vf3X92hwV9,neutral
"RT @specialpeopleuk: ODEON’s trial screening for older audiences, at 11 selected cinemas, is #Aladdin on Monday 27th May at 6:15pm.  #autis…",neutral
Professional carpet and upholstery cleaning for Trafford Trafford call 07855 114 660,neutral
#carpet #cleaning… https://t.co/PBHrKIenUa,neutral
"RT @specialpeopleuk: ODEON’s trial screening for older audiences, at 11 selected cinemas, is #Aladdin on Monday 27th May at 6:15pm.  #autis…",neutral
Good luck to all @UKLabour #Trafford #Labour #Candidates in tomorrow’s #LE19 You have all fought honest hard decent… https://t.co/KiTOy8QKVq,positive
"ODEON’s trial screening for older audiences, at 11 selected cinemas, is #Aladdin on Monday 27th May at 6:15pm.… https://t.co/OP0DV7lSvy",neutral
RT @GMWalkingFest: Thinking of climbing Everest? Neither are we! We just fancy a #walk somewhere in #GreaterManchester that's going to get…,neutral
So much to choose from! https://t.co/538tVrjTEF 😋 #Trafford #SaleTown #Stockport #Altrincham https://t.co/YOonCVflOV,neutral
RT @MadDogsHomeless: Sundays cook was our regulars @annacfryer @LudoTC with their chicken Biryani.,neutral
A hardworking couple who do lots in the…,neutral
CLASS OF THE MONTH,neutral
Kettle Bells,neutral
📍 Talbot Centre,neutral
You can find all our classes here:… https://t.co/Z01v0TTmpW,neutral
RT @Amytrip: Let’s have a game of spot the difference. Ffs!! 👍🏼 why do I even use this shop? Problems every time 🤣🤣 #Trafford #SportsDirect…,negative
Want to grow your business? Join our networking meetings in #Birchwood #Rochdale or #Trafford… https://t.co/IycEjz8TLz,neutral
Let’s have a game of spot the difference. Ffs!! 👍🏼 why do I even use this shop? Problems every time 🤣🤣 #Trafford… https://t.co/t9rscvBP1E,negative
RT @GMWalkingFest: And we’re off. Exploring what’s on your doorstep. #GMWalkingFest #GMWalkingFest #trafford #woodheys #walkingforhealth ht…,neutral
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
Best get out there more around #trafford and take in the scenery and larks we have at our feet 😁 https://t.co/ywEKDILrxj,neutral
What do you know about Trafford General Hospital and it’s future?,neutral
A new quick survey #Healthwatch100 #Trafford,neutral
https://t.co/3oeutDv6fT,neutral
Starts tonight. No need to book. Just come along and join the fun. 💃🕺💃🕺#ADC #ballriom #latin #tango #rumba #adults… https://t.co/zFhdYpNqr8,neutral
We are very excited to be nominated in the Service Category :),positive
"Please follow the link and continue to nominate, a… https://t.co/bjeiiRv6k4",neutral
RT @promotetrafford: NEW! If you're looking for something a little different for a family day out?,neutral
Read our review of @MCRDiscGolf in @Lon…,neutral
RT @promotetrafford: NEW! If you're looking for something a little different for a family day out?,neutral
Read our review of @MCRDiscGolf in @Lon…,neutral
Vote for Play Factore in the Raring2Go awards! 🥳,positive
https://t.co/qczM9JAf10,neutral
Nominations close Friday 3rd May there are… https://t.co/fbQ40dUpH5,neutral
RT @GMWalkingFest: And we’re off. Exploring what’s on your doorstep. #GMWalkingFest #GMWalkingFest #trafford #woodheys #walkingforhealth ht…,neutral
RT @promotetrafford: NEW! If you're looking for something a little different for a family day out?,neutral
Read our review of @MCRDiscGolf in @Lon…,neutral
NEW! If you're looking for something a little different for a family day out?,neutral
Read our review of @MCRDiscGolf in… https://t.co/McMkuvCTiP,neutral
RT @OxfamHaleBarns: Our wonderful volunteer Jackie Cox has created our fabulous 40th birthday window 🎂 See what you can achieve as a #volun…,positive
Excellent new links being made to help #Trafford people improve their health and well-being.,positive
@TraffordCouncil… https://t.co/wZQgPsMp68,neutral
RT @GMWalkingFest: And we’re off. Exploring what’s on your doorstep. #GMWalkingFest #GMWalkingFest #trafford #woodheys #walkingforhealth ht…,neutral
RT @GMWalkingFest: And we’re off. Exploring what’s on your doorstep. #GMWalkingFest #GMWalkingFest #trafford #woodheys #walkingforhealth ht…,neutral
And we’re off. Exploring what’s on your doorstep. #GMWalkingFest #GMWalkingFest #trafford #woodheys… https://t.co/LDWLNmIrkB,neutral
"Has a local election ever been more important, what with the #Brexit backdrop nationally &amp; locally the GM Spatial F… https://t.co/As76wSJcQa",neutral
#manchesterbusiness #success #manchester #stockport #bury #oldham #rochdale #trafford #salford #wigan #bolton… https://t.co/auhXu2v1sd,neutral
We have added on a few spaces for our FREE driving skills event in #manchester this weekend - if you know any young… https://t.co/UfInbQYnug,neutral
RT @FrostysFirswood: Frostys PTA Charity silver coin trail,neutral
This Friday 3rd May. Please support Frostys PTA with all funds raised supporting…,positive
So took this photo @ 8:35,neutral
RT @MadDogsHomeless: Sundays cook was our regulars @annacfryer @LudoTC with their chicken Biryani.,neutral
A hardworking couple who do lots in the…,neutral
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
RT @weare_pure: The Mayor of #Trafford @TomWRoss visited our interns from our #SupportedInternship and they delivered individual presentati…,neutral
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
RT @HalecroftRec: We're hiring! #Customer Service Advisor #Part-time based in #Trafford Park #Salary up to £22K with great benefits. Get in…,positive
RT @HalecroftRec: We're hiring! #Product Analyst based in #Trafford Park #salary up to £30K with great benefits. #Stock #online #eCommerce…,positive
"Zoe Barr starts off our new series on the transforming power of Jesus, based on the 7 signs from John’s gospel.",neutral
Cli… https://t.co/NBULH4fBM4,neutral
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
RT @Taaliah76: Every single vote for @BenHartleyAOM is an investment in our community. The Tories have dragged #Trafford down for long enou…,neutral
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
"Busy day tomorrow! We're at the Toy House in Urmston in the morning, and at Let's Play in Partington and baby massa… https://t.co/m6YNm1jNF5",positive
RT @StevenSuttie: 🚔DCI Miller🚓,neutral
"Manchester's grittiest, most exciting #kindle detective",neutral
https://t.co/0qChJKenwe,neutral
Free on #KindleUnlimited,neutral
RT @Taaliah76: Every single vote for @BenHartleyAOM is an investment in our community. The Tories have dragged #Trafford down for long enou…,neutral
RT @Taaliah76: Every single vote for @BenHartleyAOM is an investment in our community. The Tories have dragged #Trafford down for long enou…,neutral
🚔DCI Miller🚓,neutral
"Manchester's grittiest, most exciting #kindle detective",neutral
https://t.co/0qChJKenwe,neutral
Free on… https://t.co/X1eyIX3Jkm,neutral
RT @paul66mtc: It’s been a good day with the trainers group in #Trafford today. We’ve explored #circles in depth and looked lots of exercis…,positive
RT @paul66mtc: It’s been a good day with the trainers group in #Trafford today. We’ve explored #circles in depth and looked lots of exercis…,positive
It’s been a good day with the trainers group in #Trafford today. We’ve explored #circles in depth and looked lots o… https://t.co/kN2mbXeHD4,positive
Every single vote for @BenHartleyAOM is an investment in our community. The Tories have dragged #Trafford down for… https://t.co/qX5KbizUC4,neutral
RT @LifeCentreMcr: Enjoy a tasty coffee and a homemade cake in our Café 56 and pick up your loyalty card today to start collecting stamps t…,positive
"RT @Lozubs: #Help. Need #birthdayparty ideas for an almost 8 year old. Don't want to spend too much, something different in the #Saletown #…",negative
"RT @BoathouseSale: We have a private function room on the ground floor which is an excellent choice for birthday celebrations, corporate ev…",positive
Happy Birthday to Jack and James who are celebrating with us tonight we hope you have a blast! @intuTrafford… https://t.co/n0RKtgoFbh,positive
RT @LifeCentreMcr: Enjoy a tasty coffee and a homemade cake in our Café 56 and pick up your loyalty card today to start collecting stamps t…,positive
RT @weare_pure: The Mayor of #Trafford @TomWRoss visited our interns from our #SupportedInternship and they delivered individual presentati…,neutral
RT @StretfordUke: Who's up for a bit of this? Tonight at @thesipclub from 7:30pm.,neutral
There's spare ukes if anyone needs one. If you don't fan…,neutral
This really would be a dream first home! https://t.co/Xvh9k1LE2b #firsttimebuyers #trafford #manchesterproperty,neutral
RT @weare_pure: The Mayor of #Trafford @TomWRoss visited our interns from our #SupportedInternship and they delivered individual presentati…,neutral
Who's up for a bit of this? Tonight at @thesipclub from 7:30pm.,neutral
There's spare ukes if anyone needs one. If you don… https://t.co/JfqvlKgyI0,neutral
The Mayor of #Trafford @TomWRoss visited our interns from our #SupportedInternship and they delivered individual pr… https://t.co/c2I7SGzuyg,neutral
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
Have you tried our New Pilates Class at The Talbot Centre?,neutral
18:00 every Tuesday,neutral
#stretford #trafford… https://t.co/qAOn2RQzxQ,neutral
Did you know that https://t.co/tiuIzGe5b3 offer a complimentary perfume profiling service ?✨,neutral
Last week I visited… https://t.co/ebK5pYuVrR,neutral
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
RT @TraffordCCG: @TraffordCouncil &amp; @TraffordCCG’s innovative scheme to help #Trafford’s thousands of smokers to quit is proving popular an…,neutral
😂 keep your relationship on track ..... learn to dance #ballroom #latin #adult #danceclass #urmston #trafford… https://t.co/X3A9LV71MP,neutral
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
Well that was fun! 😊Thanks for inviting us @Bruntwood_UK @ecbruntwood Lancastrian House for some ‘rooftop gardening… https://t.co/YRJUR3MvNW,positive
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
"#Help. Need #birthdayparty ideas for an almost 8 year old. Don't want to spend too much, something different in the… https://t.co/8WrpTvxjkf",negative
"Our head office &amp; #production #mill is situated on a 7 acre site in #Trafford Park. We have 150,000 square feet of… https://t.co/MmqZfq9LMQ",neutral
"RT @BoathouseSale: We have a private function room on the ground floor which is an excellent choice for birthday celebrations, corporate ev…",positive
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
We cannot know ourselves without knowing God.,negative
#BibleStudy #KnowGod #ServeGod #Joy #Wholeness #Shalom #Jesus #God… https://t.co/3oeu9pJM7L,neutral
"We have a private function room on the ground floor which is an excellent choice for birthday celebrations, corpora… https://t.co/Gv8q1Nxtfv",positive
RT @Coffii22: Now available at @coffii22,neutral
Homemade Matcha &amp; White Chocolate Muffins,neutral
#matcha #matchamuffin #matchacake #homemade #homemadefo…,neutral
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
RT @TraffordCCG: @TraffordCouncil &amp; @TraffordCCG’s innovative scheme to help #Trafford’s thousands of smokers to quit is proving popular an…,neutral
@TraffordCouncil &amp; @TraffordCCG’s innovative scheme to help #Trafford’s thousands of smokers to quit is proving pop… https://t.co/A8HwiSvtI3,neutral
Enjoy a tasty coffee and a homemade cake in our Café 56 and pick up your loyalty card today to start collecting sta… https://t.co/EGNS0iTIn9,positive
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @JenniferBagchi: #Trafford WE NEED YOUR HELP...,neutral
We are looking for a local business to donate space (with working kitchen) for a few hou…,neutral
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
Shirts are in! Thanks metalphoto,positive
#pittsburgh #martialarts &amp; #boxing academy in #northhuntingdon… https://t.co/UiHeUY3ieI,neutral
RT @MadDogsHomeless: Sundays cook was our regulars @annacfryer @LudoTC with their chicken Biryani.,neutral
A hardworking couple who do lots in the…,neutral
"A call from our southern neighbours: #Halton, #Stockport, #Tameside, #Trafford and #Warrington are all within… https://t.co/JH4kzz4INM",neutral
RT @MadDogsHomeless: Sundays cook was our regulars @annacfryer @LudoTC with their chicken Biryani.,neutral
A hardworking couple who do lots in the…,neutral
New roles live now... #events #digital #digitalmarketing #finance #accountant #manchester #stockport #bury #oldham… https://t.co/pHC0mmlwPc,neutral
"Good Morning! Have a look at these great new wine gift boxes, perfect for gifting. Anna had Father’s Day in mind wh… https://t.co/pmz4kuobT6",positive
Now available at @coffii22,neutral
Homemade Matcha &amp; White Chocolate Muffins,neutral
#matcha #matchamuffin #matchacake #homemade… https://t.co/khXDosFUY9,neutral
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
Our politics is broken. Let's change it.,negative
Do you live in #Trafford and support Change UK - The Independent Group?… https://t.co/ygVeOT7C1s,neutral
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
RT @paul66mtc: It’s been a thoughtful day in #Trafford with some great questions and #challenges regarding all things #restorative and #rel…,positive
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @paul66mtc: It’s been a thoughtful day in #Trafford with some great questions and #challenges regarding all things #restorative and #rel…,positive
RT @paul66mtc: It’s been a thoughtful day in #Trafford with some great questions and #challenges regarding all things #restorative and #rel…,positive
It’s been a thoughtful day in #Trafford with some great questions and #challenges regarding all things #restorative… https://t.co/GZCv7R19vq,positive
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
RT @JerryHicksUnite: Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt council…,neutral
Brutal #Tory Council Cuts 60% of Funding gone decimated adult &amp; child social care ravaged communities bankrupt coun… https://t.co/3h2AzfyXws,neutral
Spot the ridiculous in this response to a missed whole street bin collection from @TraffordCouncil @Ameyplc… https://t.co/mrYTzZtxu1,negative
"RT @MancElects: Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take overall co…",neutral
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
RT @GMWalkingFest: Thinking of climbing Everest? Neither are we! We just fancy a #walk somewhere in #GreaterManchester that's going to get…,neutral
Frostys PTA Charity silver coin trail,neutral
This Friday 3rd May. Please support Frostys PTA with all funds raised support… https://t.co/Y4DLjDlB9A,neutral
"Looking to make a group booking, this is the place to be! Give us a call for more info! @intuTrafford #teambuilding… https://t.co/UwkHjxAPwi",negative
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
Today is #InternationalDanceDay who doesn't love to dance hey?! How amazing is this graceful lady at 96!!! ❤️… https://t.co/i79M0X7EOy,positive
RT @CrepeChateau: #Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination @tapasaltrincham…,neutral
"RT @UrmstonHomecare: We have been supporting #Parkinsons Awareness Month by sharing information and advice. To read more of the campaign, p…",neutral
#Urmston Saturday 10-4 @_TheMarketCo with @azulito_coffee @ThePizzaMakerUK @PressandMelt @halloumination… https://t.co/FBDiEBnHMM,neutral
RT @TraffordBlu: Trafford Conservatives keeping you safe in #Trafford,neutral
#altrincham #hale #saletown #timperley https://t.co/R0PVL4SwMV,neutral
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
RT @pureinsight1628: We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these item…,positive
Our wonderful volunteer Jackie Cox has created our fabulous 40th birthday window 🎂 See what you can achieve as a… https://t.co/ODPF622Nha,positive
We are getting requests for clothing from young people who are struggling financially. Ideally it's nice if these i… https://t.co/JyaNl94Qgt,neutral
"RT @UrmstonHomecare: We have been supporting #Parkinsons Awareness Month by sharing information and advice. To read more of the campaign, p…",neutral
Do you want to get involved and help support #trafford based young people and adults fulfil their dreams?,neutral
Take a l… https://t.co/aVxWiCsDnk,neutral
Have you seen the great work that Claire and the team @TraffordVetsUK do around #trafford? https://t.co/FLK0SvBqzD,positive
RT @maidawaarewa: FT #MUFC 1-1 #CFC,neutral
De Gea mistake hand #Chelsea in pole position for top four with point at Old #Trafford.,neutral
#motivation #mondaymotivation #monday #mondaymood #manchester #stockport #bury #oldham #rochdale #trafford #salford… https://t.co/5bn6p3g46m,neutral
"Grab yourself a bargain and keep the kids busy with these fun suncatcher kits, currently on offer at 6 for £5!… https://t.co/MDsEFL3dmq",positive
We have been supporting #Parkinsons Awareness Month by sharing information and advice. To read more of the campaign… https://t.co/ADnCYQHFNB,neutral
"full bathroom catalogues now in stock , call or email to be sent out 01617457745 or info@northwestradiators.co.uk… https://t.co/S8UpWVRsKY",neutral
https://t.co/MKJkWdBbKc,neutral
"square, rectangle and quad shower trays 01617457745",neutral
#radiator #plumbing #heating… https://t.co/DspqPqTXgw,neutral
https://t.co/alzsrDtca0,neutral
link to Kompact K-Flat Vertical radiators on our website  01617457745,neutral
#radiator #plumbing… https://t.co/Jytb9E5ZBn,neutral
"Prediction for TRAFFORD Council. Gains for Lab, Lib Dems and Greens at the expense of the Tories. Labour to take ov… https://t.co/tykNNctdTq",neutral
A mistake by goalkeeper David #deGea gifted Chelsea an equaliser at Old #Trafford.,neutral
#MNA_English,neutral
#MNA https://t.co/i7XKSKQL0v,neutral
RT @TraffordArchive: With the kind donation of two glass cabinets from @WatersideArts we have been able to display some of the fascinating…,neutral
"Very happy to be giving this local community event a shout out. Open to veterans, current or families of service pe… https://t.co/78x23SSysR",positive
"Thank you to everyone at @LeadersInGM esp. @R_Evans_, Stuart B, @challengetocare @suejgc for getting me involved in… https://t.co/0QBXR8WzRY",neutral
@TraffordLibDems have been working hard all year round. We’re ready for this weeks local elections. We’re fighting… https://t.co/d68NdsJRhK,neutral
"@TheoPaphitis It’s all going off around #trafford and I ❤️ connecting people via networking groups, social media… https://t.co/nRPeEoMn0y",neutral
FT #MUFC 1-1 #CFC,neutral
De Gea mistake hand #Chelsea in pole position for top four with point at Old #Trafford.,neutral
.… https://t.co/W2yfUBwakd,neutral
RT @neil_taylor_: @SandraD_Taylor on @TraffordSound now .Independant candidate in Hale Barns Ward #trafford discussing many issues Inc livi…,neutral
@SandraD_Taylor on @TraffordSound now .Independant candidate in Hale Barns Ward #trafford discussing many issues In… https://t.co/lEwZlWAGdO,neutral
RT @BowdonCricket: Any chance of a retweet please,neutral
@altrinchamhq,neutral
@altrinchamtoday,neutral
@redhousefarm,neutral
@BackStop130,neutral
"Dear @BBCRadio4 nice to have my borough #Trafford on, but I hope to hear about #Partington as well as #Timperly #inequality #LocalElections",positive
RT @ElegantVenue: #Gettingmarried? There is a #WeddingShow @SwintonParkGC today until 3.30pm.,neutral
#free entry.,neutral
Come down and speak with local…,negative
#Gettingmarried? There is a #WeddingShow @SwintonParkGC today until 3.30pm.,neutral
#free entry.,neutral
Come down and speak with… https://t.co/F8qQQt2nUo,neutral
RT @OxfamHaleBarns: ☘️GOOD LUCK☘️ to everyone running for #charities in today’s #LondonMarathon 🏃🏽‍♀️especially any running for @oxfamgb💚Yo…,neutral
